,analysisVersion,interfaceVersion,file,detectionType,cellType,sex,condition,sweep,sweepSpikeNumber,spikeNumber,include,userType,errors,dvdtThreshold,mvThreshold,medianFilter,halfHeights,thresholdPnt,thresholdSec,thresholdVal,thresholdVal_dvdt,dacCommand,peakPnt,peakSec,peakVal,peakHeight,timeToPeak_ms,preMinPnt,preMinVal,preLinearFitPnt0,preLinearFitPnt1,earlyDiastolicDuration_ms,preLinearFitVal0,preLinearFitVal1,earlyDiastolicDurationRate,lateDiastolicDuration,preSpike_dvdt_max_pnt,preSpike_dvdt_max_val,preSpike_dvdt_max_val2,postSpike_dvdt_min_pnt,postSpike_dvdt_min_val,postSpike_dvdt_min_val2,isi_pnts,isi_ms,spikeFreq_hz,cycleLength_pnts,cycleLength_ms,diastolicDuration_ms,widths,widths_10,widths_20,widths_50,widths_80,widths_90,myDateStr,fileIdx
151,20210803a,20210803a,220110n_0037.tif,mv,,,Control,0,5,5,True,0,"[{'Spike': 5, 'Seconds': 5.6182, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 5, 'Seconds': 5.6182, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.3,0,"[10, 20, 50, 80, 90]",1515,5.618226,1.0473507114670313,-6.735274066461508e-05,0.0,1603,5.9445652,1.9604639266280839,0.9131132151610526,326.3392000000005,,,1514,1514,0.0,1.0482997791779152,1.0482997791779152,,,1527,1.3458166078353906,0.010516902629328981,1605,1.9486212121487938,-0.001563199595769087,267.0,990.1428,1.0099553316955898,,,3.7083999999999997,"[{'halfHeight': 10, 'risingPnt': 1521, 'fallingPnt': 1749, 'widthPnts': 228, 'widthMs': 845.5151999999999}, {'halfHeight': 20, 'risingPnt': 1524, 'fallingPnt': 1734, 'widthPnts': 210, 'widthMs': 778.764}, {'halfHeight': 50, 'risingPnt': 1533, 'fallingPnt': 1700, 'widthPnts': 167, 'widthMs': 619.3027999999999}, {'halfHeight': 80, 'risingPnt': 1548, 'fallingPnt': 1661, 'widthPnts': 113, 'widthMs': 419.0492}, {'halfHeight': 90, 'risingPnt': 1554, 'fallingPnt': 1642, 'widthPnts': 88, 'widthMs': 326.3392}]",845.5151999999999,778.764,619.3027999999999,419.0492,326.3392,jan-12-2022,16
152,20210803a,20210803a,220110n_0037.tif,mv,,,Control,0,6,6,True,0,"[{'Spike': 6, 'Seconds': 6.6084, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 6, 'Seconds': 6.6084, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.3,0,"[10, 20, 50, 80, 90]",1782,6.6083688,1.0008607146042947,-0.0010123183030081276,0.0,1865,6.9161660000000005,2.161323913047435,1.1604631984431402,307.79720000000043,,,1781,1781,0.0,1.004886970526107,1.004886970526107,,,1795,1.3958066256334443,0.012448128461655251,1869,2.157212702215441,-0.0014296077615379465,267.0,990.1428,1.0099553316955898,,,3.7083999999999997,"[{'halfHeight': 10, 'risingPnt': 1788, 'fallingPnt': 2045, 'widthPnts': 257, 'widthMs': 953.0588}, {'halfHeight': 20, 'risingPnt': 1792, 'fallingPnt': 2010, 'widthPnts': 218, 'widthMs': 808.4312}, {'halfHeight': 50, 'risingPnt': 1800, 'fallingPnt': 1970, 'widthPnts': 170, 'widthMs': 630.428}, {'halfHeight': 80, 'risingPnt': 1813, 'fallingPnt': 1928, 'widthPnts': 115, 'widthMs': 426.466}, {'halfHeight': 90, 'risingPnt': 1821, 'fallingPnt': 1908, 'widthPnts': 87, 'widthMs': 322.63079999999997}]",953.0588,808.4312,630.428,426.466,322.63079999999997,jan-12-2022,16
153,20210803a,20210803a,220110n_0037.tif,mv,,,Control,0,7,7,True,0,"[{'Spike': 7, 'Seconds': 7.6022, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 7, 'Seconds': 7.6022, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.255<=8'}]",0.0,1.3,0,"[10, 20, 50, 80, 90]",2050,7.602219999999999,1.0954231755781327,-0.0008565358114010269,0.0,2117,7.8506827999999995,1.9794396980945208,0.8840165225163881,248.4628000000004,,,2047,2049,7.416799999999999,1.099113980968886,1.101905720681605,1.2548119197256695,,2064,1.4596451433401714,0.00898382386813152,2119,1.9669871287242855,-0.0018913327678440834,268.0,993.8512,1.0061868416519495,,,11.1252,"[{'halfHeight': 10, 'risingPnt': 2055, 'fallingPnt': 2283, 'widthPnts': 228, 'widthMs': 845.5151999999999}, {'halfHeight': 20, 'risingPnt': 2058, 'fallingPnt': 2267, 'widthPnts': 209, 'widthMs': 775.0556}, {'halfHeight': 50, 'risingPnt': 2068, 'fallingPnt': 2233, 'widthPnts': 165, 'widthMs': 611.886}, {'halfHeight': 80, 'risingPnt': 2083, 'fallingPnt': 2192, 'widthPnts': 109, 'widthMs': 404.2156}, {'halfHeight': 90, 'risingPnt': 2095, 'fallingPnt': 2167, 'widthPnts': 72, 'widthMs': 267.0048}]",845.5151999999999,775.0556,611.886,404.2156,267.0048,jan-12-2022,16
154,20210803a,20210803a,220110n_0037.tif,mv,,,Control,0,8,8,True,0,"[{'Spike': 8, 'Seconds': 8.6294, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 8, 'Seconds': 8.6294, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 1.666<=8'}, {'Spike': 8, 'Seconds': 8.6294, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.0144 searching for Vm:1.39 from peak sec 8.85'}, {'Spike': 8, 'Seconds': 8.6294, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.0144 searching for Vm:1.47 from peak sec 8.85'}]",0.0,1.3,0,"[10, 20, 50, 80, 90]",2327,8.6294468,1.3003866055234032,0.010066326249682827,0.0,2386,8.848242399999998,2.1613193012094536,0.8609326956860504,218.79559999999822,,,2315,2320,18.541999999999998,1.0374299197843595,1.0887605260650757,1.665543390074326,,2330,1.4079771447018772,0.010629017250966431,2387,2.1544519103628597,-0.0007395916454627148,277.0,1027.2268,0.9734948504069403,,,48.209199999999996,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 2342, 'fallingPnt': 2490, 'widthPnts': 148, 'widthMs': 548.8432}, {'halfHeight': 80, 'risingPnt': 2355, 'fallingPnt': 2455, 'widthPnts': 100, 'widthMs': 370.84}, {'halfHeight': 90, 'risingPnt': 2364, 'fallingPnt': 2438, 'widthPnts': 74, 'widthMs': 274.4216}]",,,548.8432,370.84,274.4216,jan-12-2022,16
155,20210803a,20210803a,220110n_0049.tif,mv,,,Control,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.8498, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.8498, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 0, 'Seconds': 0.8498, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.29 from peak sec 1.17'}, {'Spike': 0, 'Seconds': 0.8498, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.46 from peak sec 1.17'}]",0.0,1.4,0,"[10, 20, 50, 80, 90]",212,0.8497808000000002,1.1175972212953313,-0.0008315635850102471,0.0,291,1.1664444000000003,2.806343498430148,1.6887462771348165,316.66360000000003,,,211,211,0.0,1.1246308950862052,1.1246308950862052,,,220,1.4652488092263418,0.02721667005519139,293,2.7837361037606545,-0.002981681850188978,,,,,,4.008400000000001,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 226, 'fallingPnt': 420, 'widthPnts': 194, 'widthMs': 777.6296000000002}, {'halfHeight': 80, 'risingPnt': 237, 'fallingPnt': 361, 'widthPnts': 124, 'widthMs': 497.04160000000013}, {'halfHeight': 90, 'risingPnt': 249, 'fallingPnt': 334, 'widthPnts': 85, 'widthMs': 340.71400000000006}]",,,777.6296000000002,497.04160000000013,340.71400000000006,jan-12-2022,17
156,20210803a,20210803a,220110n_0049.tif,mv,,,Control,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 2.8259, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 1, 'Seconds': 2.8259, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.608<=8'}, {'Spike': 1, 'Seconds': 2.8259, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.17 from peak sec 3.13'}, {'Spike': 1, 'Seconds': 2.8259, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.32 from peak sec 3.13'}]",0.0,1.4,0,"[10, 20, 50, 80, 90]",705,2.8259220000000003,1.0163998516285928,-3.0915258224978866e-05,0.0,782,3.1345688000000003,2.5238812780427375,1.5074814264141447,308.6468,,,700,702,8.016800000000002,1.0230562336942768,1.025908192864204,0.6083489158765617,,714,1.413790780796766,0.02629242264549756,784,2.5056016413974835,-0.002600790071609137,493.0,1976.1412000000005,0.506036714380531,,,24.050400000000003,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 720, 'fallingPnt': 938, 'widthPnts': 218, 'widthMs': 873.8312000000002}, {'halfHeight': 80, 'risingPnt': 733, 'fallingPnt': 864, 'widthPnts': 131, 'widthMs': 525.1004000000001}, {'halfHeight': 90, 'risingPnt': 745, 'fallingPnt': 838, 'widthPnts': 93, 'widthMs': 372.78120000000007}]",,,873.8312000000002,525.1004000000001,372.78120000000007,jan-12-2022,17
157,20210803a,20210803a,220110n_0049.tif,mv,,,Control,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 4.8101, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 2, 'Seconds': 4.8101, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 2, 'Seconds': 4.8101, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.32 from peak sec 5.12'}]",0.0,1.4,0,"[10, 20, 50, 80, 90]",1200,4.810080000000001,1.159382241060079,-0.00019779857889815197,0.0,1278,5.122735200000001,2.769729905064026,1.610347664003947,312.65520000000004,,,1199,1199,0.0,1.156486981029877,1.156486981029877,,,1207,1.373639708906474,0.018997137448049654,1280,2.7546377704557745,-0.0022444692083816524,495.0,1984.1580000000004,0.5039921215951552,,,4.008400000000001,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': 1209, 'fallingPnt': 1465, 'widthPnts': 256, 'widthMs': 1026.1504000000002}, {'halfHeight': 50, 'risingPnt': 1218, 'fallingPnt': 1397, 'widthPnts': 179, 'widthMs': 717.5036000000001}, {'halfHeight': 80, 'risingPnt': 1235, 'fallingPnt': 1348, 'widthPnts': 113, 'widthMs': 452.9492000000001}, {'halfHeight': 90, 'risingPnt': 1246, 'fallingPnt': 1320, 'widthPnts': 74, 'widthMs': 296.62160000000006}]",,1026.1504000000002,717.5036000000001,452.9492000000001,296.62160000000006,jan-12-2022,17
158,20210803a,20210803a,220110n_0049.tif,mv,,,Control,0,3,3,True,0,"[{'Spike': 3, 'Seconds': 6.7942, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 3, 'Seconds': 6.7942, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -0.256<=8'}, {'Spike': 3, 'Seconds': 6.7942, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.17 from peak sec 7.12'}, {'Spike': 3, 'Seconds': 6.7942, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.34 from peak sec 7.12'}]",0.0,1.4,0,"[10, 20, 50, 80, 90]",1695,6.794238000000001,1.0040955785010448,-0.0004253386849335576,0.0,1777,7.122926800000001,2.6882154923959636,1.6841199138949188,328.6888000000001,,,1685,1690,20.042000000000005,1.0124600941444506,1.0206268847126228,-0.25583410524766625,,1703,1.4899852404594536,0.023532817133349617,1779,2.681968062899542,-0.0012554530826442175,495.0,1984.1580000000004,0.5039921215951552,,,44.09240000000001,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 1710, 'fallingPnt': 1903, 'widthPnts': 193, 'widthMs': 773.6212000000002}, {'halfHeight': 80, 'risingPnt': 1728, 'fallingPnt': 1845, 'widthPnts': 117, 'widthMs': 468.9828000000001}, {'halfHeight': 90, 'risingPnt': 1740, 'fallingPnt': 1819, 'widthPnts': 79, 'widthMs': 316.6636000000001}]",,,773.6212000000002,468.9828000000001,316.6636000000001,jan-12-2022,17
159,20210803a,20210803a,220110n_0049.tif,mv,,,Control,0,4,4,True,0,"[{'Spike': 4, 'Seconds': 8.7784, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 4, 'Seconds': 8.7784, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -0.148<=8'}, {'Spike': 4, 'Seconds': 8.7784, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.22 from peak sec 9.1'}, {'Spike': 4, 'Seconds': 8.7784, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.38 from peak sec 9.1'}]",0.0,1.4,0,"[10, 20, 50, 80, 90]",2190,8.778396000000003,1.0643363871562503,-0.00016207666508780052,0.0,2270,9.099068,2.6605999419551174,1.596263554798867,320.6719999999983,,,2177,2183,24.050400000000003,1.0636209141603117,1.0619956574979548,-0.14819765450705286,,2195,1.2879192151835468,0.017530797744567127,2271,2.6526026300228596,-0.0016538313525558963,495.0,1984.1580000000004,0.5039921215951552,,,56.11760000000001,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 2206, 'fallingPnt': 2394, 'widthPnts': 188, 'widthMs': 753.5792000000001}, {'halfHeight': 80, 'risingPnt': 2223, 'fallingPnt': 2342, 'widthPnts': 119, 'widthMs': 476.9996000000001}, {'halfHeight': 90, 'risingPnt': 2234, 'fallingPnt': 2320, 'widthPnts': 86, 'widthMs': 344.72240000000005}]",,,753.5792000000001,476.9996000000001,344.72240000000005,jan-12-2022,17
160,20210803a,20210803a,220110n_0052.tif,mv,,,Control,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.86, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 0, 'Seconds': 0.86, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.16 from peak sec 1.0'}, {'Spike': 0, 'Seconds': 0.86, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.25 from peak sec 1.0'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",268,0.8599584000000001,1.0577294552425183,-0.0018110746149885711,0.0,312,1.0011456,2.0435939616798904,0.9858645064373721,141.18719999999996,268.0,1.0563656031408106,268,268,0.0,1.0577294552425183,1.0577294552425183,,,273,1.363765240952196,0.0368045655774749,314,2.017794243689346,-0.0034174936236806117,,,,,,0.0,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 276, 'fallingPnt': 497, 'widthPnts': 221, 'widthMs': 709.1448}, {'halfHeight': 80, 'risingPnt': 286, 'fallingPnt': 409, 'widthPnts': 123, 'widthMs': 394.68240000000003}, {'halfHeight': 90, 'risingPnt': 293, 'fallingPnt': 381, 'widthPnts': 88, 'widthMs': 282.37440000000004}]",,,709.1448,394.68240000000003,282.37440000000004,jan-12-2022,18
161,20210803a,20210803a,220110n_0052.tif,mv,,,Control,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 2.7981, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low -0.078<=8'}, {'Spike': 1, 'Seconds': 2.7981, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.12 from peak sec 2.97'}, {'Spike': 1, 'Seconds': 2.7981, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.21 from peak sec 2.97'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",872,2.7980736000000004,1.0172452007704567,-0.0028839291997825728,0.0,927,2.9745576000000002,2.0031004912125474,0.9858552904420907,176.48399999999987,867.0,1.0268441206558094,867,869,6.4176,1.0288221036430822,1.0316454237975425,-0.07754670674336618,,876,1.296585243348355,0.032960876894733024,929,1.9934248481664767,-0.0021223856640597673,604.0,1938.1152000000002,0.5159652016557117,599.0,1922.0712,16.044,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 880, 'fallingPnt': 1100, 'widthPnts': 220, 'widthMs': 705.936}, {'halfHeight': 80, 'risingPnt': 889, 'fallingPnt': 1014, 'widthPnts': 125, 'widthMs': 401.1}, {'halfHeight': 90, 'risingPnt': 896, 'fallingPnt': 983, 'widthPnts': 87, 'widthMs': 279.16560000000004}]",,,705.936,401.1,279.16560000000004,jan-12-2022,18
162,20210803a,20210803a,220110n_0052.tif,mv,,,Control,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 4.7298, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 2, 'Seconds': 4.7298, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.1 from peak sec 4.94'}, {'Spike': 2, 'Seconds': 4.7298, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.2 from peak sec 4.94'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",1474,4.7297712,1.01176421797672,-0.0007453715598165234,0.0,1539,4.9383432,1.937750099071948,0.9259858810952282,208.5720000000002,1474.0,1.012822444634908,1474,1474,0.0,1.01176421797672,1.01176421797672,,,1479,1.2470852110923711,0.030690452926299974,1543,1.9336669523625192,-0.0011414936777627283,602.0,1931.6976000000002,0.5176793717608802,607.0,1947.7416,0.0,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 1483, 'fallingPnt': 1702, 'widthPnts': 219, 'widthMs': 702.7272}, {'halfHeight': 80, 'risingPnt': 1495, 'fallingPnt': 1622, 'widthPnts': 127, 'widthMs': 407.5176}, {'halfHeight': 90, 'risingPnt': 1501, 'fallingPnt': 1588, 'widthPnts': 87, 'widthMs': 279.16560000000004}]",,,702.7272,407.5176,279.16560000000004,jan-12-2022,18
163,20210803a,20210803a,220110n_0052.tif,mv,,,Control,0,3,3,True,0,"[{'Spike': 3, 'Seconds': 6.6679, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - Too low 0.115<=8'}, {'Spike': 3, 'Seconds': 6.6679, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.11 from peak sec 6.85'}, {'Spike': 3, 'Seconds': 6.6679, 'Type': 'Spike Width', 'Details': 'Half width 20 error in ""falling point"" with halfWidthWindow_ms:798.9912 searching for Vm:1.2 from peak sec 6.85'}]",0.0,1.22,0,"[10, 20, 50, 80, 90]",2078,6.6678864,1.025148607923912,-0.000924929112930561,0.0,2135,6.8507880000000005,1.8935861280839013,0.8684375201599892,182.90160000000012,2049.0,1.0121150017971186,2052,2063,35.296800000000005,1.020618715843217,1.0237678214308747,0.1145791757136523,,2082,1.2233372040513508,0.027826552522759156,2137,1.8763257209212298,-0.003085858362342052,604.0,1938.1152000000002,0.5159652016557117,575.0,1845.0600000000002,93.0552,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 50, 'risingPnt': 2087, 'fallingPnt': 2308, 'widthPnts': 221, 'widthMs': 709.1448}, {'halfHeight': 80, 'risingPnt': 2098, 'fallingPnt': 2229, 'widthPnts': 131, 'widthMs': 420.3528}, {'halfHeight': 90, 'risingPnt': 2104, 'fallingPnt': 2197, 'widthPnts': 93, 'widthMs': 298.4184}]",,,709.1448,420.3528,298.4184,jan-12-2022,18
164,20210803a,20210803a,220110n_0055.tif,mv,,,Thapsigargin,0,0,0,True,0,"[{'Spike': 0, 'Seconds': 0.004, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 0, 'Seconds': 0.004, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}, {'Spike': 0, 'Seconds': 0.004, 'Type': 'Spike Width', 'Details': 'Half width 10 error in ""falling point"" with halfWidthWindow_ms:801.6800000000002 searching for Vm:1.02 from peak sec 0.34'}]",0.0,1.04,0,"[10, 20, 50, 80, 90]",1,0.0040084000000000005,1.0075199889641144,-0.00012991129408031454,0.0,86,0.34472240000000004,1.1193451136337709,0.11182512466965644,340.714,,,0,0,0.0,1.0084221942945772,1.0084221942945772,,,12,1.0496922769442323,0.0015317953975353884,88,1.1060948282323133,-0.0015616182628999452,,,,,,4.008400000000001,"[{'halfHeight': 10, 'risingPnt': None, 'fallingPnt': None, 'widthPnts': None, 'widthMs': nan}, {'halfHeight': 20, 'risingPnt': 8, 'fallingPnt': 232, 'widthPnts': 224, 'widthMs': 897.8816000000002}, {'halfHeight': 50, 'risingPnt': 19, 'fallingPnt': 177, 'widthPnts': 158, 'widthMs': 633.3272000000002}, {'halfHeight': 80, 'risingPnt': 38, 'fallingPnt': 114, 'widthPnts': 76, 'widthMs': 304.63840000000005}, {'halfHeight': 90, 'risingPnt': 48, 'fallingPnt': 88, 'widthPnts': 40, 'widthMs': 160.33600000000004}]",,897.8816000000002,633.3272000000002,304.63840000000005,160.33600000000004,jan-12-2022,19
165,20210803a,20210803a,220110n_0055.tif,mv,,,Thapsigargin,0,1,1,True,0,"[{'Spike': 1, 'Seconds': 0.978, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 1, 'Seconds': 0.978, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - preMinPnt == spikePnt'}]",0.0,1.04,0,"[10, 20, 50, 80, 90]",244,0.9780496000000002,1.0251941870430445,-2.0739120514227923e-05,0.0,331,1.3267804000000003,1.1270388960639033,0.10184470902085874,348.7308000000001,,,243,243,0.0,1.0255787593970664,1.0255787593970664,,,274,1.1018466641973506,0.0017238404354772594,333,1.1172283092176787,-0.0009472737399878277,243.0,974.0412000000002,1.0266506180642048,,,4.008400000000001,"[{'halfHeight': 10, 'risingPnt': 247, 'fallingPnt': 478, 'widthPnts': 231, 'widthMs': 925.9404000000002}, {'halfHeight': 20, 'risingPnt': 251, 'fallingPnt': 464, 'widthPnts': 213, 'widthMs': 853.7892000000002}, {'halfHeight': 50, 'risingPnt': 260, 'fallingPnt': 412, 'widthPnts': 152, 'widthMs': 609.2768000000001}, {'halfHeight': 80, 'risingPnt': 280, 'fallingPnt': 353, 'widthPnts': 73, 'widthMs': 292.61320000000006}, {'halfHeight': 90, 'risingPnt': 296, 'fallingPnt': 337, 'widthPnts': 41, 'widthMs': 164.34440000000004}]",925.9404000000002,853.7892000000002,609.2768000000001,292.61320000000006,164.34440000000004,jan-12-2022,19
166,20210803a,20210803a,220110n_0055.tif,mv,,,Thapsigargin,0,2,2,True,0,"[{'Spike': 2, 'Seconds': 1.928, 'Type': 'Pre spike min (mdp)', 'Details': 'Did not find preMinVal: nan'}, {'Spike': 2, 'Seconds': 1.928, 'Type': 'Fit EDD', 'Details': 'Early diastolic duration rate fit - RankWarning'}]",0.0,1.04,0,"[10, 20, 50, 80, 90]",481,1.9280404000000002,1.0406403528876322,0.0004984960968982128,0.0,565,2.2647460000000006,1.127135460058459,0.08649510717082687,336.7056000000004,,,479,480,4.008400000000001,1.0334669189568473,1.0370043763367152,,,488,1.0403538109105357,0.00188994037801682,567,1.1193198049602822,-0.0010852258806177133,237.0,949.9908000000001,1.0526417729519064,,,8.016800000000002,"[{'halfHeight': 10, 'risingPnt': 489, 'fallingPnt': 698, 'widthPnts': 209, 'widthMs': 837.7556000000002}, {'halfHeight': 20, 'risingPnt': 493, 'fallingPnt': 688, 'widthPnts': 195, 'widthMs': 781.6380000000001}, {'halfHeight': 50, 'risingPnt': 504, 'fallingPnt': 643, 'widthPnts': 139, 'widthMs': 557.1676000000001}, {'halfHeight': 80, 'risingPnt': 519, 'fallingPnt': 602, 'widthPnts': 83, 'widthMs': 332.69720000000007}, {'halfHeight': 90, 'risingPnt': 533, 'fallingPnt': 568, 'widthPnts': 35, 'widthMs': 140.29400000000004}]",837.7556000000002,781.6380000000001,557.1676000000001,332.69720000000007,140.29400000000004,jan-12-2022,19
